Reset requested by system
Normal power on reset
Normal power on reset
Normal power on reset
Normal power on reset
Normal power on reset
Normal power on reset
Normal power on reset
Normal power on reset
Normal power on reset
Normal power on reset
Normal power on reset
Normal power on reset
Normal power on reset
Normal power on reset
Reset requested by system
Normal power on reset
Reset requested by system
0 : 0 : 0 : 37.64,145.00,15.00,209.00,25.50
0 : 0 : 0 : 37.128,145.00,15.00,209.00,25.50
0 : 0 : 0 : 37.192,145.00,15.00,209.00,25.50
0 : 0 : 0 : 37.256,145.00,15.00,209.00,25.50
0 : 0 : 0 : 37.320,145.00,15.00,209.00,25.50
0 : 0 : 0 : 37.384,145.00,15.00,209.00,25.50
0 : 0 : 0 : 37.448,145.00,15.00,209.00,25.50
0 : 0 : 0 : 37.512,145.00,15.00,209.00,25.50
0 : 0 : 0 : 37.576,145.00,15.00,209.00,25.50
0 : 0 : 0 : 37.640,145.00,15.00,209.00,25.50
0 : 0 : 0 : 37.704,145.00,15.00,209.00,25.50
0 : 0 : 0 : 37.768,145.00,15.00,209.00,25.50
0 : 0 : 0 : 37.832,145.00,15.00,209.00,25.50
0 : 0 : 0 : 37.896,145.00,15.00,209.00,25.50
0 : 0 : 0 : 37.960,145.00,15.00,209.00,25.50
0 : 0 : 0 : 37.1024,145.00,15.00,209.00,25.50
0 : 0 : 0 : 38.0,145.00,15.00,209.00,25.50
0 : 0 : 0 : 38.64,145.00,15.00,209.00,25.50
0 : 0 : 0 : 38.128,145.00,15.00,209.00,25.50
0 : 0 : 0 : 38.192,145.00,15.00,209.00,25.50
0 : 0 : 0 : 38.256,145.00,15.00,209.00,25.50
0 : 0 : 0 : 38.320,145.00,15.00,209.00,25.50
0 : 0 : 0 : 38.384,145.00,15.00,209.00,25.50
0 : 0 : 0 : 38.448,145.00,15.00,209.00,25.50
0 : 0 : 0 : 38.512,145.00,15.00,209.00,25.50
0 : 0 : 0 : 38.576,145.00,15.00,209.00,25.50
0 : 0 : 0 : 38.640,145.00,15.00,209.00,25.50
0 : 0 : 0 : 38.704,145.00,15.00,209.00,25.50
0 : 0 : 0 : 38.768,145.00,15.00,209.00,25.50
0 : 0 : 0 : 38.832,145.00,15.00,209.00,25.50
0 : 0 : 0 : 38.896,145.00,15.00,209.00,25.50
0 : 0 : 0 : 38.960,145.00,15.00,209.00,25.50
0 : 0 : 0 : 39.0,145.00,15.00,209.00,25.50
0 : 0 : 0 : 39.64,145.00,15.00,209.00,25.50
0 : 0 : 0 : 39.128,145.00,15.00,209.00,25.50
0 : 0 : 0 : 39.192,145.00,15.00,209.00,25.50
0 : 0 : 0 : 39.256,145.00,15.00,209.00,25.50
0 : 0 : 0 : 39.320,145.00,15.00,209.00,25.50
0 : 0 : 0 : 39.384,145.00,15.00,209.00,25.50
0 : 0 : 0 : 39.448,145.00,15.00,209.00,25.50
0 : 0 : 0 : 39.512,145.00,15.00,209.00,25.50
0 : 0 : 0 : 39.576,145.00,15.00,209.00,25.50
0 : 0 : 0 : 39.640,145.00,15.00,209.00,25.50
0 : 0 : 0 : 39.704,145.00,15.00,209.00,25.50
0 : 0 : 0 : 39.768,145.00,15.00,209.00,25.50
0 : 0 : 0 : 39.832,145.00,15.00,209.00,25.50
0 : 0 : 0 : 39.896,145.00,15.00,209.00,25.50
0 : 0 : 0 : 40.0,145.00,15.00,209.00,25.50
0 : 0 : 0 : 40.64,145.00,15.00,209.00,25.50
0 : 0 : 0 : 40.128,145.00,15.00,209.00,25.50
0 : 0 : 0 : 40.192,145.00,15.00,209.00,25.50
0 : 0 : 0 : 40.256,145.00,15.00,209.00,25.50
0 : 0 : 0 : 40.320,145.00,15.00,209.00,25.50
0 : 0 : 0 : 40.384,145.00,15.00,209.00,25.50
0 : 0 : 0 : 40.448,145.00,15.00,209.00,25.50
0 : 0 : 0 : 40.512,145.00,15.00,209.00,25.50
0 : 0 : 0 : 40.576,145.00,15.00,209.00,25.50
0 : 0 : 0 : 40.640,145.00,15.00,209.00,25.50
0 : 0 : 0 : 40.704,145.00,15.00,209.00,25.50
0 : 0 : 0 : 40.768,145.00,15.00,209.00,25.50
0 : 0 : 0 : 40.832,145.00,15.00,209.00,25.50
0 : 0 : 0 : 40.896,145.00,15.00,209.00,25.50
0 : 0 : 0 : 40.960,145.00,15.00,209.00,25.50
0 : 0 : 0 : 43.0,145.00,15.00,209.00,25.50
0 : 0 : 0 : 43.64,145.00,15.00,209.00,25.50
0 : 0 : 0 : 43.128,145.00,15.00,209.00,25.50
0 : 0 : 0 : 43.192,145.00,15.00,209.00,25.50
0 : 0 : 0 : 43.256,145.00,15.00,209.00,25.50
0 : 0 : 0 : 43.320,145.00,15.00,209.00,25.50
0 : 0 : 0 : 43.384,145.00,15.00,209.00,25.50
0 : 0 : 0 : 43.448,145.00,15.00,209.00,25.50
0 : 0 : 0 : 43.512,145.00,15.00,209.00,25.50
0 : 0 : 0 : 43.576,145.00,15.00,209.00,25.50
0 : 0 : 0 : 43.640,145.00,15.00,209.00,25.50
0 : 0 : 0 : 43.704,145.00,15.00,209.00,25.50
0 : 0 : 0 : 43.768,145.00,15.00,209.00,25.50
0 : 0 : 0 : 43.832,145.00,15.00,209.00,25.50
0 : 0 : 0 : 43.896,145.00,15.00,209.00,25.50
0 : 0 : 0 : 43.960,145.00,15.00,209.00,25.50
0 : 0 : 0 : 44.0,145.00,15.00,209.00,25.50
0 : 0 : 0 : 44.64,145.00,15.00,209.00,25.50
0 : 0 : 0 : 44.128,145.00,15.00,209.00,25.50
0 : 0 : 0 : 44.192,145.00,15.00,209.00,25.50
0 : 0 : 0 : 44.256,145.00,15.00,209.00,25.50
0 : 0 : 0 : 44.320,145.00,15.00,209.00,25.50
0 : 0 : 0 : 44.384,145.00,15.00,209.00,25.50
0 : 0 : 0 : 44.448,145.00,15.00,209.00,25.50
0 : 0 : 0 : 44.512,145.00,15.00,209.00,25.50
0 : 0 : 0 : 44.576,145.00,15.00,209.00,25.50
0 : 0 : 0 : 44.640,145.00,15.00,209.00,25.50
0 : 0 : 0 : 44.704,145.00,15.00,209.00,25.50
0 : 0 : 0 : 44.768,145.00,15.00,209.00,25.50
0 : 0 : 0 : 44.832,145.00,15.00,209.00,25.50
0 : 0 : 0 : 44.896,145.00,15.00,209.00,25.50
0 : 0 : 0 : 44.960,145.00,15.00,209.00,25.50
0 : 0 : 0 : 45.0,145.00,15.00,209.00,25.50
0 : 0 : 0 : 45.64,145.00,15.00,209.00,25.50
0 : 0 : 0 : 45.128,145.00,15.00,209.00,25.50
0 : 0 : 0 : 45.192,145.00,15.00,209.00,25.50
0 : 0 : 0 : 45.256,145.00,15.00,209.00,25.50
0 : 0 : 0 : 45.320,145.00,15.00,209.00,25.50
0 : 0 : 0 : 45.384,145.00,15.00,209.00,25.50
0 : 0 : 0 : 45.448,145.00,15.00,209.00,25.50
0 : 0 : 0 : 45.512,145.00,15.00,209.00,25.50
0 : 0 : 0 : 45.576,145.00,15.00,209.00,25.50
0 : 0 : 0 : 45.640,145.00,15.00,209.00,25.50
0 : 0 : 0 : 45.704,145.00,15.00,209.00,25.50
0 : 0 : 0 : 45.768,145.00,15.00,209.00,25.50
0 : 0 : 0 : 45.832,145.00,15.00,209.00,25.50
0 : 0 : 0 : 45.896,145.00,15.00,209.00,25.50
0 : 0 : 0 : 46.0,145.00,15.00,209.00,25.50
0 : 0 : 0 : 46.64,145.00,15.00,209.00,25.50
0 : 0 : 0 : 46.128,145.00,15.00,209.00,25.50
0 : 0 : 0 : 46.192,145.00,15.00,209.00,25.50
0 : 0 : 0 : 46.256,145.00,15.00,209.00,25.50
0 : 0 : 0 : 46.320,145.00,15.00,209.00,25.50
0 : 0 : 0 : 46.384,145.00,15.00,209.00,25.50
0 : 0 : 0 : 46.448,145.00,15.00,209.00,25.50
0 : 0 : 0 : 46.512,145.00,15.00,209.00,25.50
0 : 0 : 0 : 46.576,145.00,15.00,209.00,25.50
0 : 0 : 0 : 46.640,145.00,15.00,209.00,25.50
0 : 0 : 0 : 46.704,145.00,15.00,209.00,25.50
0 : 0 : 0 : 46.768,145.00,15.00,209.00,25.50
0 : 0 : 0 : 46.832,145.00,15.00,209.00,25.50
0 : 0 : 0 : 46.896,145.00,15.00,209.00,25.50
0 : 0 : 0 : 46.960,145.00,15.00,209.00,25.50
0 : 0 : 0 : 49.0,145.00,15.00,209.00,25.50
0 : 0 : 0 : 49.64,145.00,15.00,209.00,25.50
0 : 0 : 0 : 49.128,145.00,15.00,209.00,25.50
0 : 0 : 0 : 49.192,145.00,15.00,209.00,25.50
0 : 0 : 0 : 49.256,145.00,15.00,209.00,25.50
0 : 0 : 0 : 49.320,145.00,15.00,209.00,25.50
0 : 0 : 0 : 49.384,145.00,15.00,209.00,25.50
0 : 0 : 0 : 49.448,145.00,15.00,209.00,25.50
0 : 0 : 0 : 49.512,145.00,15.00,209.00,25.50
0 : 0 : 0 : 49.576,145.00,15.00,209.00,25.50
0 : 0 : 0 : 49.640,145.00,15.00,209.00,25.50
0 : 0 : 0 : 49.704,145.00,15.00,209.00,25.50
0 : 0 : 0 : 49.768,145.00,15.00,209.00,25.50
0 : 0 : 0 : 49.832,145.00,15.00,209.00,25.50
0 : 0 : 0 : 49.896,145.00,15.00,209.00,25.50
0 : 0 : 0 : 49.960,145.00,15.00,209.00,25.50
0 : 0 : 0 : 50.0,145.00,15.00,209.00,25.50
0 : 0 : 0 : 50.64,145.00,15.00,209.00,25.50
0 : 0 : 0 : 50.128,145.00,15.00,209.00,25.50
0 : 0 : 0 : 50.192,145.00,15.00,209.00,25.50
0 : 0 : 0 : 50.256,145.00,15.00,209.00,25.50
0 : 0 : 0 : 50.320,145.00,15.00,209.00,25.50
0 : 0 : 0 : 50.384,145.00,15.00,209.00,25.50
0 : 0 : 0 : 50.448,145.00,15.00,209.00,25.50
0 : 0 : 0 : 50.512,145.00,15.00,209.00,25.50
0 : 0 : 0 : 50.576,145.00,15.00,209.00,25.50
0 : 0 : 0 : 50.640,145.00,15.00,209.00,25.50
0 : 0 : 0 : 50.704,145.00,15.00,209.00,25.50
0 : 0 : 0 : 50.768,145.00,15.00,209.00,25.50
0 : 0 : 0 : 50.832,145.00,15.00,209.00,25.50
0 : 0 : 0 : 50.896,145.00,15.00,209.00,25.50
0 : 0 : 0 : 50.960,145.00,15.00,209.00,25.50
0 : 0 : 0 : 51.0,145.00,15.00,209.00,25.50
0 : 0 : 0 : 51.64,145.00,15.00,209.00,25.50
0 : 0 : 0 : 51.128,145.00,15.00,209.00,25.50
0 : 0 : 0 : 51.192,145.00,15.00,209.00,25.50
0 : 0 : 0 : 51.256,145.00,15.00,209.00,25.50
0 : 0 : 0 : 51.320,145.00,15.00,209.00,25.50
0 : 0 : 0 : 51.384,145.00,15.00,209.00,25.50
0 : 0 : 0 : 51.448,145.00,15.00,209.00,25.50
0 : 0 : 0 : 51.512,145.00,15.00,209.00,25.50
0 : 0 : 0 : 51.576,145.00,15.00,209.00,25.50
0 : 0 : 0 : 51.640,145.00,15.00,209.00,25.50
0 : 0 : 0 : 51.704,145.00,15.00,209.00,25.50
0 : 0 : 0 : 51.768,145.00,15.00,209.00,25.50
0 : 0 : 0 : 51.832,145.00,15.00,209.00,25.50
0 : 0 : 0 : 51.896,145.00,15.00,209.00,25.50
0 : 0 : 0 : 52.0,145.00,15.00,209.00,25.50
0 : 0 : 0 : 52.64,145.00,15.00,209.00,25.50
0 : 0 : 0 : 52.128,145.00,15.00,209.00,25.50
0 : 0 : 0 : 52.192,145.00,15.00,209.00,25.50
0 : 0 : 0 : 52.256,145.00,15.00,209.00,25.50
